claim_number,age_of_driver,gender,marital_status,safety_rating,annual_income,high_education,address_change,property_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present,liab_prct,channel,police_report,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,total_claim,injury_claim,policy deductible,annual premium,days open,form defects,fraud reported
382392576,59,F,1,85,94699.2,1,1,Rent,80031,1/5/2024,Friday,Highway,0,0,44,Broker,0,6,Large,7945.5557,silver,18735.53202,1623.517299,500,1055.6,12.63378455,3,N
382475520,54,M,1,91,90923.2,1,0,Rent,15042,9/27/2023,Wednesday,Local,0,1,0,Broker,1,4,Large,26792.18775,white,28458.31056,5594.15396,1000,999.43,11.95327367,4,N
382662144,43,M,1,42,160152.0,1,0,Rent,15034,6/24/2024,Monday,Highway,1,0,38,Broker,1,5,Compact,21158.42305,other,15498.0662,4549.332636,1000,1726.91,11.07581599,2,N
382682880,43,M,0,93,30174.4,1,0,Own,85072,8/26/2024,Monday,Local,0,0,7,Broker,0,5,Large,15970.70351,red,39873.79114,917.2573255,500,1232.57,13.9498607,3,Y
382786560,33,M,1,94,25964.8,0,0,Own,15021,11/24/2023,Friday,Local,0,0,75,Broker,1,8,Compact,43480.88399,black,38205.87806,4747.831398,1000,1324.78,8.491430932,6,Y
382952448,51,F,1,73,92939.2,1,1,Own,50032,4/11/2024,Thursday,Parking Lot,0,0,99,Broker,0,6,Medium,19472.14842,white,12756.38188,6375.280801,2000,1246.68,13.1690762,4,N
383429376,41,F,1,67,162281.6,1,0,Own,85066,2/14/2024,Wednesday,Highway,1,0,18,Broker,0,3,Large,11337.75569,silver,24692.25469,7423.181749,1000,1726.91,12.99618388,2,N
383450112,30,F,0,76,159803.2,1,1,Rent,85038,11/13/2023,Monday,Local,0,1,42,Broker,1,5,Large,22552.70083,blue,39830.68393,2232.329814,500,1232.57,11.42432414,5,N
383470848,37,M,1,84,92939.2,1,1,Rent,80007,7/27/2023,Thursday,Parking Lot,1,0,77,Broker,1,4,Compact,10834.17485,gray,20056.1765,8595.530025,500,1078.65,7.370634727,2,N
383491584,58,F,1,76,89019.2,1,1,Own,80040,9/29/2023,Friday,Highway,0,1,7,Broker,1,7,Medium,12802.24873,black,22577.48411,5785.634489,1000,1324.78,7.513235828,4,N
383533056,40,M,1,71,32587.2,1,0,Own,50056,6/8/2023,Thursday,Local,1,0,99,Broker,1,8,Medium,25977.5395,silver,10109.67075,7149.299224,500,1518.54,10.9451125,2,Y
384403968,55,M,0,61,162281.6,1,1,Own,80002,5/9/2024,Thursday,Parking Lot,0,0,63,Broker,1,3,Compact,47880.38024,black,19297.81748,3546.993954,500,1078.65,13.29917228,2,N
384424704,48,F,1,85,159803.2,1,1,Own,20152,10/1/2023,Sunday,Parking Lot,0,0,41,Broker,0,3,Large,29823.85773,gray,25023.77594,3846.956551,1000,1324.78,10.92700292,4,N
384445440,37,F,0,85,92939.2,1,1,Own,50012,8/13/2024,Tuesday,Highway,0,0,89,Broker,1,11,Compact,6537.193307,silver,7962.081656,9170.03216,500,1518.54,9.76754108,10,N
384673536,51,M,1,40,82908.8,1,0,Own,15012,3/6/2023,Monday,Local,1,0,94,Broker,1,5,Large,17353.04289,silver,10505.05601,4112.435779,500,1082.36,12.11963521,7,N
385440768,61,M,1,85,162281.6,1,0,Rent,50039,7/6/2023,Thursday,Parking Lot,3,0,48,Broker,1,4,Medium,30348.08564,red,37885.68073,2433.223603,500,1055.6,10.48012366,8,N
385523712,34,M,0,68,92939.2,0,0,Own,20103,1/25/2024,Thursday,Local,2,0,50,Broker,1,3,Medium,32193.82443,white,15373.39716,2925.382009,2000,1155.97,9.314860268,3,N
385668864,30,M,1,58,32587.2,1,1,Rent,85048,2/7/2023,Tuesday,Local,0,1,50,Broker,0,2,Medium,12562.90819,silver,19159.67147,5652.518127,500,1232.57,9.545592662,4,Y
385876224,51,M,0,53,82908.8,1,0,Own,15028,10/9/2024,Wednesday,Local,3,0,70,Broker,1,4,Large,15246.96531,white,29031.62124,6228.610579,2000,1246.68,10.75016797,7,N
386290944,31,M,0,89,162281.6,1,1,Own,20160,5/10/2023,Wednesday,Local,0,0,7,Broker,1,2,Compact,18959.61435,gray,4895.641272,4468.187687,500,1232.57,9.795629274,4,N
386332416,33,M,0,92,92939.2,0,0,Rent,15001,6/28/2023,Wednesday,Parking Lot,0,0,99,Broker,0,8,Medium,37091.56427,other,11846.23223,3842.273613,1000,1324.78,8.641728821,6,N
386353152,37,M,1,54,89019.2,1,0,Rent,80012,10/7/2023,Saturday,Local,0,0,13,Broker,1,8,Large,42601.56991,black,37036.18352,5017.22791,500,1518.54,8.813788795,4,N
386477568,44,F,1,92,159803.2,1,1,Own,85038,11/22/2024,Friday,Local,0,0,27,Broker,0,4,Compact,18981.71557,blue,13300.32556,8551.382154,2000,1246.68,12.84652149,8,N
386519040,45,M,1,77,92939.2,0,0,Own,85074,6/23/2024,Sunday,Highway,0,1,1,Broker,1,9,Compact,18921.28084,gray,21893.46131,2560.112842,1000,1622.67,8.80018765,4,N
386560512,34,M,1,48,89019.2,0,0,Own,85039,3/27/2023,Monday,Parking Lot,0,0,50,Broker,1,3,Compact,17798.26373,other,5027.053987,7159.900134,500,1082.36,8.230946354,6,N
386601984,59,F,1,88,162281.6,1,1,Own,20147,2/13/2023,Monday,Parking Lot,2,0,59,Broker,1,0,Large,13720.13814,silver,8715.000188,4181.674692,500,1354.2,13.63077506,3,N
386954496,43,F,0,75,159803.2,1,0,Own,15021,12/6/2023,Wednesday,Parking Lot,0,0,2,Broker,1,3,Compact,13837.15307,blue,13481.48027,6521.301423,500,1078.65,8.717316413,1,N
388862208,62,M,1,83,92939.2,0,1,Own,80030,9/2/2024,Monday,Parking Lot,0,0,43,Broker,1,6,Compact,9530.107871,gray,17191.2342,5528.610508,500,1082.36,13.50076653,6,N
388986624,52,F,1,92,13246.4,1,1,Own,85033,6/24/2024,Monday,Local,0,0,50,Broker,1,5,Large,61658.6921,other,19578.13543,9516.052726,2000,1155.97,9.721883636,9,Y
389069568,43,M,1,85,80209.6,1,0,Rent,15043,4/7/2023,Friday,Local,0,0,5,Broker,0,6,Compact,29422.61347,black,39485.72672,1414.25747,500,1232.57,10.22318384,6,N
389214720,45,F,1,68,160932.8,0,0,Own,50044,10/8/2023,Sunday,Local,1,0,89,Broker,0,3,Large,22726.09873,red,27809.16711,3387.221386,500,1518.54,9.967489143,4,N
389318400,43,F,1,87,40185.6,1,0,Rent,85083,6/24/2023,Saturday,Highway,0,0,88,Broker,0,3,Medium,7835.81039,other,24409.78372,2037.416194,2000,1246.68,12.83963277,5,Y
389380608,71,M,1,41,18240.0,1,1,Rent,80001,5/25/2023,Thursday,Local,0,0,97,Broker,1,0,Medium,49082.64209,red,25848.4629,1111.742656,1000,1622.67,10.24781812,4,Y
389525760,62,M,0,82,96006.4,1,1,Own,50028,5/9/2023,Tuesday,Parking Lot,0,0,5,Broker,1,4,Medium,30561.42674,black,30994.92539,3992.104503,500,1055.6,9.552452719,3,N
391931136,51,F,1,34,82908.8,1,1,Own,85060,10/10/2024,Thursday,Local,0,0,98,Broker,1,5,Medium,13189.71393,gray,5933.745323,3807.175597,1000,1324.78,12.09343378,6,N
409245696,51,M,1,87,82908.8,1,1,Rent,20149,12/22/2023,Friday,Highway,0,1,100,Broker,1,6,Compact,20689.27036,white,23477.47734,5374.4097,500,1055.6,10.00792137,2,N
409971456,51,M,1,78,82908.8,1,1,Rent,85019,8/12/2023,Saturday,Local,0,0,50,Broker,0,1,Large,26322.64297,red,37724.62555,2229.662766,1000,999.43,12.29590042,9,N
429338880,51,M,1,45,82908.8,1,0,Rent,85061,3/19/2024,Tuesday,Local,0,0,100,Broker,0,4,Compact,14958.54982,silver,12689.60467,5189.614575,500,1055.6,6.774078182,6,N
431474688,51,M,1,86,82908.8,1,1,Own,85077,11/29/2023,Wednesday,Parking Lot,0,0,2,Broker,1,7,Large,22437.47601,gray,14340.9977,4958.626273,500,1354.2,10.462026,3,N
445160448,51,F,1,61,82908.8,0,1,Rent,15028,6/8/2023,Thursday,Parking Lot,0,1,92,Broker,0,3,Large,8603.082126,blue,11711.84961,10371.97493,1000,1324.78,7.340522232,4,N
447897600,51,M,0,85,82908.8,1,0,Own,50011,1/24/2023,Tuesday,Local,0,0,97,Broker,1,7,Compact,16882.91117,gray,42213.98056,4717.484632,2000,1155.97,9.927430748,4,N
452314368,51,M,1,73,82908.8,1,1,Own,80016,8/21/2024,Wednesday,Local,0,0,47,Broker,0,0,Large,25076.3056,gray,19832.53408,6925.945517,500,1354.2,9.814255961,3,N
462309120,51,F,0,95,82908.8,0,1,Rent,15005,3/11/2023,Saturday,Parking Lot,2,0,4,Broker,1,4,Compact,8456.634618,red,28829.76793,3815.904108,500,1232.57,11.42124047,5,N
468301824,51,F,1,88,82908.8,1,1,Rent,50001,11/26/2023,Sunday,Local,0,1,86,Broker,1,7,Medium,10754.22191,other,26751.44606,6539.467821,2000,1246.68,8.964461305,9,N
473465088,51,M,1,87,82908.8,0,0,Own,15003,4/23/2023,Sunday,Highway,5,0,90,Broker,1,6,Medium,24782.63581,silver,24387.65349,4692.297586,500,1232.57,11.4217421,3,N
479001600,35,F,1,71,29634.24,0,1,Rent,15047,12/25/2023,Monday,Local,0,0,47,Broker,0,3,Large,9215.727607,black,15015.9818,4505.161889,500,1354.2,9.698803758,6,Y
479167488,44,M,1,57,84763.84,0,1,Own,50021,6/19/2023,Monday,Local,0,0,93,Broker,0,4,Large,21179.35774,silver,11585.73624,6683.565507,1000,1726.91,5.574051927,3,N
479416320,46,F,1,80,85751.68,1,1,Own,50021,10/9/2024,Wednesday,Parking Lot,0,0,51,Broker,0,6,Large,16380.33414,blue,25776.40832,4501.253847,500,1518.54,9.096858469,6,N
479457792,43,F,0,80,24275.52,1,0,Own,15046,11/23/2023,Thursday,Highway,1,0,23,Broker,1,4,Compact,14632.11148,gray,23099.54025,9096.942754,2000,1246.68,10.02008462,7,Y
479561472,62,M,0,81,92420.16,1,1,Own,85044,11/23/2023,Thursday,Local,0,0,88,Broker,0,5,Medium,28055.99305,other,49362.42426,7803.382346,1000,1622.67,9.093771672,2,N
479685888,41,F,0,69,83200.32,0,1,Rent,80025,7/23/2023,Sunday,Local,1,0,20,Broker,1,1,Large,17519.84511,white,22587.07623,2800.75592,500,1055.6,12.27542279,1,N
479706624,56,F,1,72,90157.76,0,0,Own,20122,5/28/2024,Tuesday,Highway,0,1,7,Broker,0,6,Compact,15193.57884,blue,6983.752426,8353.941009,1000,999.43,11.12947744,1,N
479727360,52,M,0,85,88477.76,1,0,Rent,85008,1/6/2024,Saturday,Local,0,1,77,Broker,1,2,Large,32810.47801,white,38146.19902,8696.047288,2000,1155.97,7.182298949,1,N
479748096,52,M,1,76,88491.2,1,0,Rent,85065,9/23/2023,Saturday,Local,0,0,34,Broker,1,7,Large,12181.53145,blue,30940.88219,4047.557238,1000,1726.91,10.2840959,5,Y
479789568,36,M,0,66,20272.64,1,1,Own,85060,5/30/2023,Tuesday,Local,2,1,43,Broker,0,0,Compact,30413.84828,red,23971.0194,3775.258576,500,1078.65,8.552642977,9,Y
479872512,33,F,0,76,106317.12,1,0,Own,15035,5/13/2024,Monday,Highway,1,0,35,Broker,1,3,Medium,24409.97311,gray,37060.28649,5218.916115,1000,1324.78,10.80309724,3,N
480017664,44,M,1,70,84750.4,1,0,Rent,15037,1/3/2023,Tuesday,Highway,0,0,4,Broker,0,4,Medium,34228.62411,blue,20114.944,4439.386508,2000,1239.06,11.29301722,1,Y
480494592,49,F,1,81,87185.28,1,0,Own,80033,4/7/2024,Sunday,Local,3,1,34,Broker,1,3,Medium,8395.873012,gray,5959.997962,1556.344683,500,1055.6,9.460665495,2,N
480515328,54,M,1,77,89358.08,1,0,Rent,20124,4/27/2024,Saturday,Local,0,0,2,Broker,1,6,Compact,20654.49999,other,17310.05223,4533.409473,1000,999.43,11.75770009,4,N
480536064,50,M,1,89,87655.68,1,1,Own,15012,2/21/2024,Wednesday,Parking Lot,0,0,58,Broker,0,6,Medium,31698.20901,gray,35269.94824,6092.292821,2000,1155.97,9.302919475,1,N
480764160,58,M,1,79,90937.28,1,0,Own,50033,4/11/2024,Thursday,Parking Lot,1,0,51,Broker,0,5,Medium,22117.86547,gray,18088.9784,2856.227769,2000,1246.68,11.09658071,4,N
480805632,51,F,0,87,116072.32,0,0,Own,15035,11/1/2024,Friday,Local,0,0,1,Broker,0,2,Compact,33721.49117,other,4150.662375,9320.038474,1000,1622.67,6.871804897,6,N
480888576,55,M,1,63,49754.56,0,1,Own,80011,3/14/2023,Tuesday,Local,1,1,4,Broker,0,5,Compact,50658.72006,white,52756.54994,3316.786834,500,1082.36,10.32038871,3,Y
480992256,45,M,0,71,85281.28,0,1,Own,50010,7/4/2024,Thursday,Local,3,0,85,Broker,1,3,Compact,29954.30296,silver,26273.60302,6033.714201,500,1055.6,10.31754424,5,N
481012992,40,M,1,73,42656.0,1,1,Own,20152,2/21/2023,Tuesday,Local,0,1,88,Broker,1,10,Compact,9860.145531,white,6475.027161,3396.387514,1000,999.43,10.04580264,1,Y
481199616,47,M,1,92,86231.04,1,0,Rent,50014,7/7/2023,Friday,Parking Lot,0,0,38,Broker,0,5,Large,17900.52985,white,26037.50343,4999.05523,1000,1726.91,10.59904317,3,N
481241088,49,M,1,66,87151.68,1,1,Own,80030,1/9/2024,Tuesday,Local,4,1,25,Broker,1,5,Compact,20031.58531,gray,35474.0695,6529.398865,500,1232.57,8.730593973,5,N
481406976,38,F,1,76,41495.68,1,1,Own,85014,3/6/2023,Monday,Parking Lot,0,1,81,Broker,0,9,Medium,26299.76526,white,24317.70597,3406.472666,500,1078.65,7.885244909,2,Y
481469184,57,F,1,81,90572.16,0,1,Rent,15022,11/4/2023,Saturday,Local,0,0,36,Broker,1,7,Compact,45756.95566,gray,34738.01959,6165.619159,500,1518.54,8.937764046,3,N
481572864,37,F,1,90,40877.44,1,0,Own,15001,8/27/2023,Sunday,Local,2,0,50,Broker,1,6,Large,17136.01927,other,23009.45702,7218.595633,2000,1246.68,10.80994239,6,Y
481614336,55,M,1,69,89768.0,1,0,Own,20102,3/13/2023,Monday,Local,0,0,52,Broker,0,5,Medium,36582.9313,blue,19883.6459,7240.500743,1000,1622.67,12.14311347,7,N
481738752,41,F,1,70,83171.2,1,1,Rent,15035,2/23/2023,Thursday,Local,0,1,18,Broker,1,9,Medium,22223.46058,other,40436.39766,3877.347944,500,1082.36,9.643727935,2,Y
481759488,42,F,0,56,111686.4,0,0,Own,15012,1/28/2024,Sunday,Parking Lot,4,0,25,Broker,1,3,Compact,37936.65493,silver,30116.14325,10362.24043,500,1354.2,9.563360956,5,N
481780224,41,F,0,90,83191.36,1,0,Rent,50008,11/24/2023,Friday,Highway,0,1,25,Broker,0,8,Large,32937.7245,silver,14259.25861,2227.556366,500,1055.6,10.79628504,4,N
481966848,64,M,0,69,93136.96,0,1,Own,80031,11/20/2024,Wednesday,Local,0,1,27,Broker,0,7,Medium,23176.48676,blue,21399.96053,8475.23112,1000,1726.91,12.02990142,3,N
481987584,35,F,1,30,39623.04,1,0,Rent,15017,5/3/2024,Friday,Highway,0,0,0,Broker,0,4,Medium,35502.27843,other,24889.37023,8837.650287,500,1232.57,12.03475113,5,Y
482049792,43,M,0,45,84288.96,1,0,Rent,50049,12/1/2024,Sunday,Local,0,0,45,Broker,1,3,Large,16196.32297,black,16221.69012,4559.688652,1000,1324.78,9.486582615,4,N
482236416,36,M,1,67,80263.68,0,1,Own,50022,9/28/2024,Saturday,Highway,0,1,13,Broker,1,3,Large,37516.37688,black,29242.32003,1081.292393,1000,1622.67,8.364943277,6,Y
482277888,45,M,1,75,85247.68,1,1,Own,15060,10/14/2024,Monday,Local,2,0,49,Broker,0,3,Compact,16043.27381,red,21061.76859,4042.842533,500,1082.36,12.22515818,5,N
482547456,52,F,1,84,88504.64,1,0,Own,80023,1/27/2023,Friday,Highway,2,1,99,Broker,1,3,Large,9650.849787,black,37314.3976,5062.647575,2000,1155.97,10.89703737,4,N
482588928,55,F,1,83,89806.08,1,0,Rent,50023,12/22/2024,Sunday,Local,0,0,27,Broker,1,4,Large,28874.29335,silver,19823.8115,5456.764916,1000,1726.91,11.51773377,6,N
482651136,46,M,1,87,85796.48,1,0,Rent,20116,2/21/2024,Wednesday,Parking Lot,3,0,32,Broker,0,6,Medium,26330.17734,gray,44892.48814,9339.926296,500,1078.65,13.29702866,4,N
482796288,64,M,0,78,93121.28,0,1,Rent,20122,2/23/2023,Thursday,Highway,0,0,0,Broker,1,7,Medium,19964.64165,white,12939.1572,4392.682856,500,1518.54,8.715988417,6,N
483024384,49,M,1,76,87196.48,0,1,Rent,50038,6/28/2024,Friday,Parking Lot,2,0,30,Broker,0,5,Large,29696.87771,blue,49278.72182,5233.91536,2000,1155.97,12.54558293,2,Y
483086592,42,M,1,99,83737.92,1,0,Own,20117,2/22/2024,Thursday,Highway,0,0,0,Broker,0,6,Large,19104.2539,white,11972.7728,2080.206725,1000,1726.91,9.502495659,4,Y
483231744,48,F,0,21,86728.32,1,0,Own,15001,6/3/2023,Saturday,Local,1,0,100,Broker,1,8,Large,25392.38493,black,10153.79461,7233.266163,1000,1324.78,9.511291741,3,Y
483273216,56,F,1,80,90195.84,1,1,Rent,50042,11/30/2023,Thursday,Local,0,0,89,Broker,1,4,Compact,8056.584121,silver,9686.52253,8499.251413,500,1518.54,10.34940062,5,N
483604992,31,F,1,79,90935.04,1,1,Own,80017,4/1/2024,Monday,Local,0,0,38,Broker,1,2,Medium,31240.78594,blue,5831.672457,2063.607618,500,1354.2,8.44849905,4,N
483791616,42,F,1,82,83764.8,1,0,Own,20155,11/28/2023,Tuesday,Local,0,0,7,Broker,1,3,Medium,12705.58769,gray,17574.35484,1936.25933,1000,999.43,12.73515573,1,N
483812352,59,M,1,78,91336.0,1,1,Own,85073,7/10/2023,Monday,Highway,3,1,41,Broker,1,5,Compact,30503.16268,silver,29198.84534,4134.265133,2000,1155.97,9.500993913,7,N
483936768,50,M,1,73,87628.8,1,0,Own,85064,7/29/2024,Monday,Parking Lot,0,0,18,Broker,0,2,Medium,6651.52113,gray,21576.51683,1762.345457,500,1078.65,9.169172477,10,N
486756864,47,F,1,84,86197.44,1,1,Own,85003,2/28/2024,Wednesday,Parking Lot,0,0,50,Broker,0,10,Medium,13337.61725,other,21811.98716,6418.493652,500,1354.2,10.02516689,7,N
486860544,43,F,1,49,84300.16,0,1,Rent,20134,4/1/2023,Saturday,Local,0,0,0,Broker,0,5,Medium,25600.80871,gray,42357.32653,2692.392326,1000,999.43,10.01059736,2,N
486964224,64,M,1,74,93188.48,1,1,Rent,85074,7/23/2024,Tuesday,Local,0,1,88,Broker,1,9,Medium,14244.67339,silver,31252.29201,10084.33559,1000,1726.91,10.55967127,3,N
487026432,42,F,1,85,83749.12,1,1,Rent,80024,6/30/2024,Sunday,Local,0,0,25,Broker,1,6,Large,11886.97389,other,12754.14012,8704.098024,500,1232.57,12.00158018,5,N
487689984,38,F,1,68,81500.16,1,0,Own,50034,1/21/2024,Sunday,Parking Lot,1,0,91,Broker,1,7,Large,18313.22518,red,28273.95046,3260.474296,1000,1726.91,11.14147795,4,N
487772928,61,F,1,90,92095.36,0,1,Own,20117,10/3/2023,Tuesday,Parking Lot,0,1,8,Broker,1,7,Medium,10046.05547,black,26672.1738,7564.268024,1000,1324.78,8.930074164,5,N
488540160,41,F,1,79,83142.08,0,1,Own,50005,11/28/2023,Tuesday,Local,0,0,0,Broker,1,4,Large,27403.04231,gray,18835.16975,2861.697023,1000,1622.67,11.26349557,4,N
489452544,47,M,1,82,86248.96,1,1,Own,15017,4/6/2023,Thursday,Parking Lot,0,0,36,Broker,1,2,Large,19741.48443,black,13876.66492,3500.214977,500,1518.54,10.74943223,4,N
489473280,48,M,1,79,86705.92,1,0,Own,50014,10/1/2024,Tuesday,Parking Lot,0,0,1,Broker,1,2,Large,37736.89463,red,15850.54906,2061.700135,2000,1239.06,10.36585505,3,N
489535488,46,M,0,78,85800.96,0,1,Own,85023,4/29/2024,Monday,Local,1,0,79,Broker,0,6,Medium,20734.26467,other,27630.55651,2060.827307,2000,1246.68,8.958174499,4,N
489701376,41,M,0,73,83189.12,0,1,Rent,50011,12/31/2023,Sunday,Local,0,0,45,Broker,0,7,Compact,81893.33087,black,38204.62468,7117.400652,500,1082.36,10.3491348,0,N
489929472,51,F,1,73,88043.2,1,1,Own,50046,2/25/2024,Sunday,Highway,0,0,94,Broker,0,6,Compact,58822.48481,red,21676.42899,3560.013375,1000,999.43,9.302505499,3,N
489950208,38,F,1,90,81520.32,1,1,Own,50055,4/19/2024,Friday,Parking Lot,0,0,0,Broker,0,4,Medium,15744.04028,white,19420.93773,11559.57053,2000,1155.97,7.650318775,4,N
490758912,53,M,1,78,88912.32,1,1,Own,85018,3/9/2023,Thursday,Parking Lot,1,0,1,Broker,1,3,Compact,32570.85717,black,10754.40988,3652.452698,500,1518.54,10.56849233,4,N
490821120,40,M,1,55,82629.12,1,0,Own,20101,2/3/2024,Saturday,Local,0,0,71,Broker,0,4,Medium,25604.61437,black,34421.4812,4488.645889,2000,1239.06,10.5845219,3,N
491028480,37,F,1,89,80884.16,0,1,Rent,15022,5/8/2024,Wednesday,Parking Lot,0,1,2,Broker,1,4,Large,32950.0553,blue,7261.559164,2947.597928,500,1055.6,9.023116707,2,N
491132160,53,M,1,81,88939.2,1,0,Own,50051,11/3/2023,Friday,Parking Lot,3,0,61,Broker,1,5,Compact,28670.74317,blue,37574.06799,7596.781114,2000,1155.97,9.141046012,3,N
491194368,52,M,1,81,88527.04,1,1,Own,80022,12/22/2024,Sunday,Local,2,0,41,Broker,1,5,Large,9727.125861,black,15052.238,5475.41348,500,1232.57,10.86909184,4,N
491215104,47,M,0,76,86199.68,1,0,Rent,50057,9/22/2023,Friday,Highway,0,0,89,Broker,0,6,Medium,25633.18823,white,29543.0927,5409.418546,500,1078.65,9.202695296,6,N
491256576,49,F,1,64,87196.48,1,1,Own,85064,12/26/2023,Tuesday,Local,0,1,16,Broker,1,7,Compact,38715.10036,black,26694.35315,3211.594924,1000,1324.78,8.662539133,2,N
491339520,46,F,1,46,85740.48,1,1,Rent,15012,3/9/2023,Thursday,Local,0,0,73,Broker,1,3,Compact,23760.60674,black,19468.3174,3331.697889,2000,1239.06,10.76326615,3,N
491505408,42,F,0,57,111686.4,0,0,Own,15019,8/23/2024,Friday,Parking Lot,1,0,97,Broker,0,2,Large,10495.95918,white,13846.74278,6811.740742,2000,1246.68,7.996305919,5,N
491629824,44,F,1,78,84784.0,0,1,Rent,85074,10/31/2024,Thursday,Parking Lot,0,0,92,Broker,1,4,Large,20660.31972,other,12177.25071,7181.988039,1000,1622.67,12.09171346,3,N
491671296,47,F,1,69,86240.0,0,1,Own,80028,11/19/2023,Sunday,Highway,0,1,88,Broker,0,7,Medium,52582.96501,blue,7987.670134,5735.680996,500,1082.36,9.693897988,4,N
491774976,46,M,0,99,85792.0,0,1,Own,50021,4/2/2024,Tuesday,Highway,0,1,74,Broker,1,4,Compact,23138.76108,black,27498.73662,2997.683299,1000,999.43,13.15608353,8,N
492106752,34,F,1,81,110628.672,1,1,Rent,50049,1/24/2024,Wednesday,Highway,0,1,17,Broker,1,3,Compact,26646.78288,silver,40404.05084,2354.353027,1000,1324.78,4.757746632,4,N
492189696,47,F,1,74,120770.496,0,0,Own,80105,9/2/2024,Monday,Highway,0,1,92,Broker,0,4,Large,32054.83113,other,17207.75432,5199.409926,500,1518.54,12.46527882,4,N
492251904,61,M,1,74,128886.464,1,1,Own,50047,9/22/2024,Sunday,Local,0,1,96,Broker,0,5,Medium,13102.79064,silver,6364.823337,10126.30953,2000,1239.06,9.376709049,6,N
492562944,43,M,1,73,84280.0,0,0,Own,50035,1/5/2023,Thursday,Highway,0,0,7,Broker,1,9,Medium,9780.495915,blue,25978.0418,5661.79763,1000,999.43,10.65935628,5,N
494076672,38,F,0,89,81426.24,1,0,Rent,15051,4/2/2023,Sunday,Local,0,0,82,Broker,1,4,Medium,11115.23591,red,13035.23099,2650.520594,2000,1246.68,10.24061932,4,N
494118144,40,M,1,74,82611.2,0,1,Rent,50007,6/24/2023,Saturday,Local,0,1,27,Broker,1,5,Large,23271.71295,silver,18413.19761,5487.231822,500,1082.36,9.164209172,3,N
494159616,33,M,1,85,106317.12,1,0,Rent,15046,3/31/2023,Friday,Local,4,0,59,Broker,1,3,Large,20722.15849,white,9736.797614,8114.871172,500,1354.2,8.366069912,3,N
494180352,48,F,1,56,86737.28,0,1,Rent,15006,7/31/2024,Wednesday,Highway,5,1,67,Broker,1,6,Compact,10673.0669,other,36034.21268,6144.454658,500,1055.6,10.55715931,1,N
495009792,43,F,1,60,84271.04,1,0,Rent,50031,11/30/2024,Saturday,Local,2,0,17,Broker,1,4,Medium,8375.202081,blue,29844.16956,6724.198073,1000,999.43,10.885087,6,N
495030528,57,F,0,78,90547.52,0,0,Own,20148,5/31/2024,Friday,Parking Lot,1,0,54,Broker,1,5,Compact,13108.74115,black,27715.79809,7352.242995,2000,1155.97,10.66343293,2,N
495072000,59,F,1,53,91340.48,1,1,Rent,80028,11/17/2023,Friday,Local,0,0,40,Broker,0,8,Large,34650.81233,other,24598.16413,5706.731427,1000,1726.91,9.464567533,5,N
495113472,54,M,0,88,89344.64,1,1,Own,80030,1/30/2023,Monday,Local,0,0,60,Broker,0,6,Large,26245.34011,black,15134.75471,6211.02968,500,1078.65,11.98059904,4,N
495196416,54,M,1,67,89340.16,0,0,Own,15031,8/7/2023,Monday,Local,0,0,25,Broker,1,5,Large,17043.36559,white,13704.76102,4102.802578,2000,1239.06,6.714102209,3,N
495217152,56,M,1,85,90168.96,1,1,Own,15021,10/20/2024,Sunday,Local,0,0,96,Broker,1,4,Medium,24314.99964,blue,30613.1163,5538.075031,2000,1246.68,9.02892756,0,N
495258624,65,F,1,83,93506.56,0,1,Rent,15046,2/8/2024,Thursday,Parking Lot,1,1,50,Broker,1,7,Medium,31836.15991,gray,9230.07859,2660.219015,1000,1622.67,9.559628229,4,N
495279360,45,F,0,53,85258.88,1,1,Rent,20121,10/30/2023,Monday,Highway,1,0,4,Broker,1,8,Large,16034.06456,gray,22969.06165,5038.251535,500,1082.36,6.854375822,1,N
497062656,50,M,1,96,87615.36,0,0,Own,85028,3/25/2024,Monday,Local,1,1,12,Broker,1,4,Large,17546.7447,blue,8893.13008,6359.977494,1000,999.43,10.71501496,6,N
497124864,45,F,0,63,85283.52,1,1,Own,15044,8/18/2023,Friday,Parking Lot,2,0,44,Broker,1,4,Large,12432.20212,silver,10624.66211,3525.83669,1000,1726.91,7.612457549,4,N
497145600,49,M,1,46,87162.88,1,1,Own,80030,7/10/2023,Monday,Local,0,0,36,Broker,0,11,Compact,18959.35791,silver,42279.20742,9201.140659,500,1232.57,10.5389754,5,N
499613184,51,F,1,50,116072.32,0,1,Own,85068,8/30/2024,Friday,Local,0,0,92,Broker,0,1,Medium,24898.89557,blue,7885.62902,5654.151382,2000,1246.68,10.71456649,4,N
499841280,48,M,1,96,86710.4,1,0,Rent,50048,7/28/2023,Friday,Local,0,1,73,Broker,0,6,Compact,40107.71568,blue,47541.17454,3625.062051,500,1082.36,9.693682159,1,N
